"date","mob.bus","mob.full","mob.bus0"
2021-07-09,0.735,0.825,0.663333333333333
2021-07-10,0.8375,0.981666666666667,0.813333333333333
2021-07-11,0.8125,0.97,0.793333333333333
2021-07-12,0.7475,0.813333333333333,0.69
2021-07-13,0.79,0.868333333333333,0.723333333333333
2021-07-14,0.785,0.878333333333333,0.726666666666667
2021-07-15,0.81,0.906666666666667,0.746666666666667
2021-07-16,0.7675,0.875,0.713333333333333
2021-07-17,0.7925,0.898333333333333,0.773333333333333
2021-07-18,0.8225,0.983333333333333,0.81
2021-07-19,0.77,0.87,0.71
2021-07-20,0.7875,0.891666666666667,0.726666666666667
2021-07-21,0.7675,0.855,0.71
2021-07-22,0.805,0.905,0.74
2021-07-23,0.7725,0.865,0.716666666666667
2021-07-24,0.8325,0.995,0.813333333333333
2021-07-25,0.795,0.948333333333333,0.78
2021-07-26,0.77,0.871666666666667,0.713333333333333
2021-07-27,0.785,0.883333333333333,0.723333333333333
2021-07-28,0.785,0.886666666666667,0.723333333333333
2021-07-29,0.745,0.813333333333333,0.69
2021-07-30,0.79,0.883333333333333,0.726666666666667
2021-07-31,0.8425,0.988333333333333,0.823333333333333
2021-08-01,0.8025,0.948333333333333,0.786666666666667
2021-08-02,0.79,0.896666666666667,0.733333333333333
2021-08-03,0.8075,0.903333333333333,0.746666666666667
2021-08-04,0.7875,0.88,0.726666666666667
2021-08-05,0.805,0.9,0.74
2021-08-06,0.775,0.881666666666667,0.716666666666667
2021-08-07,0.8225,0.973333333333333,0.8
2021-08-08,0.7875,0.898333333333333,0.773333333333333
2021-08-09,0.765,0.861666666666667,0.706666666666667
2021-08-10,0.77,0.853333333333333,0.713333333333333
2021-08-11,0.775,0.865,0.716666666666667
2021-08-12,0.7775,0.861666666666667,0.716666666666667
2021-08-13,0.7475,0.845,0.69
2021-08-14,0.815,0.935,0.793333333333333
2021-08-15,0.815,1.00333333333333,0.8
2021-08-16,0.77,0.863333333333333,0.713333333333333
2021-08-17,0.7875,0.876666666666667,0.73
2021-08-18,0.77,0.861666666666667,0.71
2021-08-19,0.785,0.87,0.723333333333333
2021-08-20,0.755,0.845,0.696666666666667
2021-08-21,0.805,0.926666666666667,0.77
2021-08-22,0.55,0.625,0.54
2021-08-23,0.71,0.798333333333333,0.643333333333333
